2.730549911934157612e-03
1.213830296985011527e-02
2.183931400543417944e-02
3.246837327750524971e-02
4.402296221283612254e-02
5.632765821012283847e-02
6.937969786709477504e-02
8.308864639151165854e-02
9.728680860755258009e-02
1.121589199002278742e-01
